,0
0,0.9999520383498371
1,0.9999229687744035
2,1.0003117287032577
3,1.000060964374741
4,0.999992313242
5,1.000037361613215
6,1.0001622203461882
7,0.9996186451829021
8,0.9997282597644485
9,1.0001018875023893
10,0.999987994822671
11,0.9995096682146352
12,0.9999999274460192
13,1.0000508153541534
14,0.9998251964003316
15,1.0000687628698732
16,1.0000114958857456
17,1.0007016863171485
18,0.999725360862586
19,1.0002618531398257
20,1.0002866626170852
21,1.000028221786133
22,1.0000173497822509
23,0.9997455939999909
24,1.0000057857679348
25,1.000184614338868
26,0.9998316864676976
27,0.9999336508282293
28,1.000013245095109
29,1.0002906446379638
30,0.9999463598669883
31,0.999310865594484
32,0.9998806257880467
33,1.0002106719776005
34,1.000173894163327
35,1.0001232495883665
36,0.999975923526652
37,1.0000755865429762
38,0.9997654235734316
39,1.0003224677472893
40,0.999932048581875
41,1.00008380684742
42,1.0000102941069733
43,1.000339462401065
44,0.9999966730179809
45,1.0000609821720459
46,0.9999619047668418
47,1.0001794215832847
48,1.0001712331634822
49,0.9997383586698928
50,0.9998083312835156
51,0.9998715098858877
52,0.9999870533599206
53,1.0001078381710016
54,1.000176596828406
55,1.000033346011323
56,1.0000422235073865
57,1.000357699907836
58,1.0001770327360915
59,0.9999887799428272
60,0.9999886164464494
61,0.9999995889684589
62,1.0005119619084937
63,1.0000079639704473
64,1.000008087896762
65,0.9999732376725456
66,1.0000571966255236
67,1.0000434082889054
68,1.000154460585772
69,0.9998352977840083
70,1.0002259343034694
71,1.000170833227628
72,0.9999598829130181
73,1.000024519585119
74,1.0000243915653004
75,1.0002347951829131
76,1.000014871510911
77,1.000262733969357
78,1.0000694890614372
79,0.999906437216167
80,0.9995117164785812
81,1.0002014636458767
82,1.0000121807460096
83,1.0002854039100169
84,0.9996642649827471
85,1.0001636543784187
86,1.0001870075217683
87,1.0004273206393532
88,1.0002128312292438
89,1.0003899536910956
90,1.0002621827313096
91,1.0001651810436962
92,1.000555826168987
93,0.999399401413586
94,1.000250928733298
95,1.000208695147714
96,1.0000207632542617
97,0.9998285101534528
98,0.999999612281239
99,0.9999328156284992
100,0.9998552396168305
101,1.0004953237716603
102,1.0002847569081195
103,0.999709470943063
104,1.0001368967417572
105,1.0000418125968602
106,1.0000895186999696
107,0.9999372105064147
108,1.0006008503521338
109,1.0000162014257827
110,0.9998265512820174
111,0.9997769629231364
112,1.0000689800298732
113,1.0000920611381023
114,1.0002830614504372
115,1.0000212556689219
116,0.9997613473320129
117,0.9999838260995013
118,0.9998020939402631
119,1.0006314879160685
120,0.9999819886994957
121,1.000020961504367
122,1.0000966088073018
123,0.9999037088283474
124,1.0000152122303618
125,1.000586222263207
126,1.000335941850502
127,1.00053253074505
128,1.0000143595492716
129,0.9999600253394889
130,1.00002342834108
131,1.0000739647050438
132,1.0003939851918642
133,0.9996934820820343
134,1.000044607548454
135,1.0002881114370075
136,1.0000996715266717
137,1.000105447629528
138,1.0002083602924055
139,1.000334127394168
140,1.0000118250509342
141,1.0001125440437661
142,0.9989898697531305
143,1.000878037526981
144,1.000138910640895
145,1.0001548183559217
146,0.9999964008148877
147,0.9999109931908734
148,1.0000470571475903
149,0.999956653678206
150,1.0001785994715235
151,1.0000924961316717
152,1.0003746250162708
153,0.9999702570413768
154,1.0001019379113378
155,1.0000946074611299
156,1.000625853059563
157,1.0005118878705992
158,1.0002318818065468
159,1.0004137079747202
