,0
0,-0.31910871976519484
1,-0.1656481489037721
2,2.343415172954235
3,0.0931168097754439
4,-0.41577530915537275
5,-1.9884241954482507
6,1.520970401444798
7,-4.979648912384704
8,-2.510727510622036
9,0.6145357651316583
10,-0.2840185313514647
11,-2.9690155599353645
12,-0.0021986660750056286
13,-2.553890405503814
14,-1.639020956411812
15,1.2860378710480473
16,-2.3192190635609498
17,2.8291703889449207
18,-0.5315628426991748
19,-0.7099598431991988
20,-0.07976340459528508
21,-0.21522069497982066
22,-0.9032537755272314
23,-3.267404318591648
24,-0.8210091322546597
25,0.1294039942197237
26,-1.6463744223900745
27,-2.0934136127961134
28,1.165972078102753
29,2.049914621800254
30,0.982949965469543
31,-5.260946951822066
32,-1.5383457142444215
33,-0.09106631994108205
34,2.687291421041679
35,-0.16940971240573466
36,0.08364723986458789
37,1.435705427022624
38,-0.5111034637668739
39,1.0663849745678204
40,-0.11246390049633048
41,2.6621561437411145
42,1.5373762646608047
43,0.9681521168376626
44,1.9359279894958321
45,1.81125035296165
46,-1.2893819096473464
47,-0.5076129551353152
48,3.011047662952762
49,-1.2007446488447495
50,-1.3970673317955369
51,-3.872248198625531
52,-0.03203974989926894
53,0.7192822644405059
54,2.8320651203416123
55,1.0306792207153697
56,-0.002702436562932342
57,1.78284993353616
58,3.063961321693112
59,0.31917010838809945
60,-1.8772665395070702
61,0.20847389902405788
62,1.7921114382989267
63,0.9141441963945262
64,-2.672927699548486
65,0.837071242861752
66,-2.292078738650475
67,0.30153608395380116
68,0.5697295017631908
69,0.04064131097361989
70,-0.04904652019893174
71,1.4143598103532682
72,0.9101151264859881
73,0.225370326120785
74,0.2204853834632453
75,2.305330145793945
76,-0.8156186988550538
77,3.3264460686657547
78,0.47125505524175304
79,-0.09509178453336897
80,-4.6181134659362915
81,0.3142296332431913
82,0.07751333316806186
83,1.7424595912231242
84,0.11101921872219045
85,-1.837049465022854
86,4.387959552554537
87,3.021068172083762
88,1.205796671292555
89,-0.3061851163620857
90,-0.4081150820382943
91,0.0539288901124827
92,-1.9594917429003678
93,1.4428663313003112
94,-6.879524906192669
95,1.3975361175599734
96,-1.618731588192909
97,-1.4675159144825605
98,-2.0823154340174286
99,-0.6586218359855421
100,-0.35152307600932176
101,5.164769747638476
102,3.652975834951591
103,-4.790947045739595
104,1.221323678322602
105,0.6068770177084684
106,-0.9095119975634184
107,-1.6255592597841182
108,0.6207516858558738
109,2.234984728627209
110,1.1464484281929392
111,-1.7342957207198944
112,-0.055388903515706134
113,1.305856742743098
114,1.8630241830473846
115,-0.870006960887827
116,-4.844137841677874
117,-3.125597469606903
118,-0.9484609516088841
119,1.6989577216759835
120,0.3063792966638438
121,-0.029976939719013385
122,-2.141158808421009
123,1.4770297035128546
124,0.0828017305777381
125,-0.8404336045479047
126,0.5461000094482806
127,4.401993913358782
128,0.0032742867865689362
129,-1.9575246771286792
130,1.397513095470761
131,0.8400308276455501
132,0.18927271351952624
133,-2.944608486831854
134,-3.456028441807372
135,1.6312829042713741
136,-0.12779129426590585
137,0.5894082138934262
138,-0.7796664455457195
139,0.08796098172439182
140,-0.044521432568138564
141,-1.5276641446651062
142,2.800699172384328
143,0.8006485276739692
144,1.1950103590884336
145,-1.4526264866303271
146,-0.5986008697609394
147,-0.6820978561510764
148,-0.4980114422754103
149,1.0851508069053983
150,1.5936762296947224
151,0.4250376141876743
152,1.6274678257842208
153,-1.6753202230816577
154,-1.7711112968747862
155,2.7677075653775547
156,1.593713793076673
157,2.8060630734714724
158,2.137848278219546
159,2.155407142358799
160,-0.4377715748897605
161,-2.389083266847211
162,-2.4573059232628127
163,1.2006230032647514
164,-0.7860025562680583
165,-0.45408495821275474
166,0.02158567790698096
167,1.9222255749349615
168,0.8422726891646697
169,2.6558154245292966
170,1.723961848351297
171,2.424922766295654
172,-2.1448428015764955
173,0.8632853399805035
174,0.9286045610075006
175,-0.34761488696096454
176,1.2379494118667211
177,-2.117602329412951
